app,mode,destination,source,distance,price
Lyft,Lyft,Theatre District,Haymarket Square,1.25,7.0
Uber,Black SUV,Theatre District,North End,1.41,27.5
Uber,Black,South Station,West End,2.14,20.5
Lyft,Lyft XL,Haymarket Square,Beacon Hill,1.32,13.5
Lyft,Lux Black XL,Northeastern University,Financial District,4.32,42.5
Lyft,Lux Black,Beacon Hill,South Station,2.57,22.5
Lyft,Lux Black XL,South Station,Back Bay,1.36,27.5
Uber,Black,Boston University,Beacon Hill,2.27,18.5
Lyft,Lyft,Financial District,Fenway,4.46,13.5
Uber,UberXL,West End,Fenway,2.72,15.0
Lyft,Lyft,Northeastern University,Back Bay,1.05,7.0
Uber,UberPool,Haymarket Square,Financial District,1.25,7.5
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.35,26.0
Uber,WAV,Northeastern University,Beacon Hill,1.92,8.0
Uber,Black SUV,Financial District,Haymarket Square,0.8,27.5
Lyft,Shared,North Station,Northeastern University,3.28,13.5
Lyft,Lux,Financial District,Fenway,4.2,26.0
Lyft,Lux,Financial District,Boston University,4.74,27.5
Uber,Black SUV,Northeastern University,Theatre District,1.8,31.5
Uber,UberPool,Haymarket Square,Theatre District,1.73,10.0
Lyft,Lux,Beacon Hill,Haymarket Square,1.39,13.5
Uber,UberXL,Boston University,Beacon Hill,2.27,15.0
Uber,WAV,Theatre District,North End,1.41,9.5
Uber,UberXL,Back Bay,Boston University,1.56,12.5
Uber,Black,Fenway,Theatre District,2.66,23.0
Uber,Black,Financial District,South Station,0.54,15.0
Lyft,Lyft XL,Northeastern University,West End,3.1,16.5
Lyft,Lux Black XL,Beacon Hill,South Station,2.54,32.5
Uber,Black,Boston University,Beacon Hill,2.33,20.5
Uber,Black SUV,Haymarket Square,West End,0.72,26.5
Lyft,Lux Black XL,Theatre District,Fenway,2.76,34.0
Lyft,Lux,Back Bay,Haymarket Square,2.36,19.5
Lyft,Lux Black,Beacon Hill,South Station,2.55,22.5
Lyft,Shared,North End,North Station,1.07,5.0
Uber,WAV,Beacon Hill,South Station,2.5,10.5
Uber,WAV,Beacon Hill,Fenway,2.46,11.5
Uber,Black SUV,Haymarket Square,West End,0.72,26.0
Lyft,Lux,West End,Boston University,3.06,22.5
Lyft,Lyft,Fenway,Back Bay,1.45,7.0
Uber,Black SUV,Financial District,North End,1.04,27.5
Lyft,Shared,Fenway,Back Bay,1.4,5.0
Lyft,Lux,Theatre District,North End,1.55,16.5
Lyft,Lux Black XL,Boston University,Financial District,5.28,47.5
Uber,Black SUV,North Station,Boston University,3.41,36.5
Lyft,Lyft,Beacon Hill,Fenway,2.38,10.5
Lyft,Lyft XL,North Station,Fenway,3.22,16.5
Lyft,Lyft,Theatre District,Northeastern University,2.0,9.0
Uber,WAV,North Station,North End,1.03,7.0
Uber,Black SUV,Boston University,Theatre District,2.62,28.5
Lyft,Lux Black,South Station,Theatre District,0.64,16.5
Lyft,Lux Black,Theatre District,Boston University,2.95,26.0
Uber,UberXL,North End,Financial District,1.21,19.5
Uber,Black,Northeastern University,North Station,3.31,26.0
Lyft,Shared,North End,West End,1.15,3.5
Uber,UberX,Beacon Hill,Fenway,2.96,10.5
Lyft,Lyft,West End,North End,1.18,7.0
Uber,UberPool,Boston University,Back Bay,1.44,8.0
Lyft,Shared,North Station,Fenway,3.23,7.0
Uber,UberX,Back Bay,Boston University,1.51,8.0
Uber,Black,Fenway,West End,2.84,22.5
Lyft,Lux,Northeastern University,Beacon Hill,2.41,19.5
Uber,Black,Financial District,Boston University,4.72,33.0
Lyft,Lyft XL,Boston University,Beacon Hill,2.3,13.5
Lyft,Lux Black,West End,Fenway,3.17,26.0
Uber,WAV,Northeastern University,West End,3.15,11.5
Lyft,Lux Black XL,North Station,Northeastern University,3.26,38.0
Uber,UberPool,Back Bay,North End,2.34,9.0
Lyft,Lux Black XL,Fenway,Back Bay,1.41,27.5
Lyft,Lux,West End,Fenway,2.82,19.5
Lyft,Lux Black,Theatre District,Northeastern University,2.57,22.5
Uber,UberXL,West End,Fenway,2.72,15.0
Uber,UberPool,Back Bay,North End,2.33,14.5
Lyft,Lux Black XL,Haymarket Square,North Station,0.7,26.0
Lyft,Lux Black,West End,North End,1.24,16.5
Uber,UberPool,Theatre District,Boston University,2.98,9.5
Uber,Black SUV,Boston University,Financial District,5.7,46.5
Lyft,Lux,South Station,Theatre District,0.58,10.5
Uber,Black,North Station,Fenway,3.07,25.0
Lyft,Lyft,Theatre District,Northeastern University,2.15,9.0
Lyft,Lux Black XL,North Station,North End,1.0,27.5
Uber,WAV,Fenway,Back Bay,1.34,8.0
Uber,Black SUV,Financial District,North End,1.04,26.0
Lyft,Lux,West End,South Station,1.69,16.5
Lyft,Lyft XL,North End,North Station,1.08,11.0
Uber,UberX,West End,Haymarket Square,0.62,7.5
Lyft,Shared,North Station,South Station,2.03,7.0
Uber,Black SUV,West End,North End,1.16,27.5
Lyft,Lyft,Northeastern University,Financial District,3.41,11.0
Uber,UberPool,North End,Beacon Hill,1.39,9.0
Lyft,Lyft,Theatre District,Fenway,2.74,10.5
Lyft,Lyft XL,Financial District,South Station,0.52,9.0
Lyft,Lux,South Station,Theatre District,0.56,11.0
Uber,UberPool,Fenway,Theatre District,2.66,9.0
Lyft,Shared,West End,North End,1.18,5.0
Lyft,Lux Black XL,Northeastern University,Financial District,3.42,34.0
Lyft,Lux,Theatre District,Northeastern University,2.0,16.5
Lyft,Lux Black,South Station,North Station,2.12,19.5
Lyft,Lux,North Station,Haymarket Square,0.56,10.5
Uber,Black SUV,North End,Back Bay,2.33,30.5
Uber,Black SUV,Beacon Hill,Haymarket Square,1.36,26.5
Uber,UberXL,Financial District,South Station,0.54,9.5
Uber,Black SUV,North Station,Fenway,3.07,33.0
Uber,UberXL,Beacon Hill,Haymarket Square,0.91,13.0
Lyft,Lux Black XL,Back Bay,Haymarket Square,2.39,32.5
Lyft,Lux,North Station,Northeastern University,3.23,22.5
Lyft,Lux,Back Bay,Haymarket Square,2.36,19.5
Uber,WAV,Back Bay,North End,2.73,12.5
Uber,Black SUV,Northeastern University,West End,3.08,31.5
Lyft,Lux Black XL,Fenway,West End,2.94,32.5
Uber,WAV,South Station,Theatre District,0.55,7.0
Uber,UberX,Boston University,Back Bay,1.41,8.0
Uber,UberX,West End,South Station,2.82,10.5
Lyft,Lyft XL,North Station,Northeastern University,3.24,16.5
Uber,WAV,Boston University,Beacon Hill,2.27,9.5
Lyft,Lux Black XL,Beacon Hill,Northeastern University,2.39,27.5
Uber,WAV,Theatre District,Haymarket Square,1.16,7.0
Uber,UberPool,North End,North Station,1.08,5.5
Lyft,Lux,Haymarket Square,West End,0.75,13.5
Lyft,Shared,North End,West End,1.08,3.5
Lyft,Shared,Theatre District,Boston University,2.9,9.0
Uber,UberXL,Beacon Hill,North End,1.46,12.5
Uber,Black SUV,Northeastern University,Back Bay,1.1,27.0
Lyft,Lux,Boston University,West End,2.83,27.5
Uber,UberX,Theatre District,North End,1.41,8.0
Uber,UberXL,Haymarket Square,Theatre District,1.61,12.5
Uber,Black,North Station,Northeastern University,3.22,23.0
Uber,UberX,Boston University,West End,2.8,10.5
Lyft,Lux,Haymarket Square,Theatre District,1.74,13.5
Lyft,Shared,Boston University,Back Bay,1.48,3.5
Uber,WAV,Fenway,Financial District,4.48,21.5
Uber,Black SUV,Haymarket Square,North Station,0.56,26.0
Uber,UberX,West End,North End,1.16,9.5
Lyft,Lyft,Fenway,Back Bay,1.43,7.0
Lyft,Lyft,South Station,Financial District,0.44,7.0
Uber,UberPool,Haymarket Square,Theatre District,1.61,9.0
Uber,UberPool,North Station,North End,0.92,5.5
Lyft,Lyft XL,Fenway,Beacon Hill,2.36,13.5
Lyft,Lux Black XL,Back Bay,North End,2.94,38.0
Uber,WAV,Theatre District,Haymarket Square,1.16,10.5
Uber,UberX,South Station,Back Bay,3.45,10.5
Uber,UberPool,Back Bay,South Station,3.44,10.0
Uber,Black,Northeastern University,North Station,3.3,28.5
Lyft,Lyft XL,Theatre District,Boston University,2.89,19.5
Uber,WAV,Theatre District,Haymarket Square,1.16,9.5
Uber,WAV,South Station,Back Bay,3.45,10.5
Uber,WAV,Theatre District,North End,1.41,8.5
Uber,UberPool,Back Bay,Northeastern University,1.64,7.0
Lyft,Lux Black,Fenway,Financial District,4.61,34.0
Lyft,Shared,Fenway,North Station,3.2,7.0
Lyft,Lux Black XL,North End,West End,1.08,26.0
Lyft,Shared,South Station,North Station,2.06,7.0
Uber,UberPool,Beacon Hill,Fenway,2.48,8.5
Uber,UberPool,North Station,Boston University,3.39,9.5
Uber,UberXL,Beacon Hill,Haymarket Square,1.36,14.0
Lyft,Lux,Financial District,North End,1.12,13.5
Uber,WAV,Beacon Hill,South Station,2.5,9.5
Uber,Black,Boston University,Beacon Hill,2.27,23.0
Lyft,Lux Black,Northeastern University,Beacon Hill,2.46,22.5
Lyft,Shared,Back Bay,Haymarket Square,2.37,7.0
Lyft,Lux Black,North End,West End,1.06,16.5
Uber,UberX,Northeastern University,North Station,3.37,10.5
Uber,WAV,West End,Fenway,2.72,13.0
Uber,UberXL,North Station,North End,1.03,10.5
Uber,WAV,South Station,North Station,2.17,8.0
Uber,UberXL,Boston University,West End,2.8,17.5
Lyft,Shared,Beacon Hill,Northeastern University,2.44,5.0
Uber,UberXL,Theatre District,South Station,1.3,11.5
Uber,WAV,Haymarket Square,West End,0.04,7.0
Lyft,Lyft XL,Haymarket Square,North Station,0.75,9.0
Lyft,Lux Black XL,North End,North Station,1.07,27.5
Uber,UberXL,Northeastern University,Beacon Hill,1.97,14.0
Uber,UberX,Back Bay,Fenway,1.5,8.5
Uber,Black,North End,Theatre District,1.57,19.0
Lyft,Lyft XL,South Station,Financial District,0.43,9.0
Lyft,Lux Black,Beacon Hill,North End,1.85,22.5
Uber,UberX,South Station,Financial District,0.39,6.0
Lyft,Lux Black,Beacon Hill,Boston University,2.67,22.5
Uber,UberX,Haymarket Square,West End,0.72,7.0
Uber,WAV,Fenway,Theatre District,2.71,12.0
Lyft,Lyft XL,Theatre District,North End,1.75,16.5
Uber,Black,Fenway,Back Bay,1.34,15.0
Lyft,Lux Black XL,Haymarket Square,Financial District,1.04,26.0
Lyft,Lux,Northeastern University,Financial District,3.35,22.5
Lyft,Shared,Northeastern University,Financial District,2.74,3.5
Lyft,Lyft,West End,Boston University,3.03,10.5
Uber,UberX,West End,Haymarket Square,0.62,7.5
Uber,Black,Back Bay,North End,2.62,24.0
Uber,UberX,Beacon Hill,Northeastern University,2.61,12.5
Lyft,Lyft,South Station,North Station,2.11,9.0
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Lyft,Lyft XL,Boston University,Back Bay,1.46,13.5
Uber,UberPool,Back Bay,Fenway,1.5,7.0
Uber,Black SUV,North End,Theatre District,1.57,28.5
Uber,Black,Fenway,Financial District,6.83,45.0
Uber,Black,Northeastern University,Back Bay,1.22,15.0
Lyft,Lux Black,Haymarket Square,North Station,0.73,16.5
Lyft,Lyft XL,South Station,West End,1.73,13.5
Lyft,Lux Black,North Station,North End,1.1,16.5
Uber,UberX,North Station,Fenway,3.07,10.5
Uber,UberX,North End,Back Bay,3.16,10.5
Lyft,Lux Black,Financial District,Fenway,4.47,32.5
Lyft,Lux Black,Haymarket Square,Beacon Hill,1.32,19.5
Uber,UberPool,West End,Haymarket Square,0.61,7.5
Uber,Black SUV,Northeastern University,West End,3.12,32.0
Uber,Black,Back Bay,Northeastern University,1.64,17.0
Uber,UberXL,Boston University,Financial District,5.7,27.0
Lyft,Lux,Theatre District,Boston University,3.01,19.5
Lyft,Lux,North End,West End,1.07,10.5
Uber,UberXL,Northeastern University,West End,3.08,18.0
Uber,UberPool,Financial District,Northeastern University,4.58,14.5
Uber,UberXL,Fenway,Back Bay,1.34,12.5
Lyft,Lux Black,Beacon Hill,Northeastern University,2.41,22.5
Lyft,Lux Black XL,Fenway,Back Bay,1.39,34.0
Lyft,Lux,Haymarket Square,Theatre District,1.78,16.5
Lyft,Lyft XL,Financial District,Northeastern University,3.97,22.5
Lyft,Lyft XL,Boston University,Theatre District,3.1,16.5
Uber,UberX,North End,Theatre District,1.57,8.0
Uber,UberPool,Beacon Hill,North End,1.46,9.0
Uber,Black,Fenway,Beacon Hill,2.32,21.5
Lyft,Lyft,Financial District,Haymarket Square,1.01,7.0
Lyft,Lyft,Boston University,North Station,3.14,10.5
Uber,UberXL,North Station,South Station,2.29,13.5
Lyft,Lux,North End,Back Bay,2.99,19.5
Uber,UberXL,Financial District,North End,1.32,13.5
Lyft,Lux,Financial District,Northeastern University,3.04,22.5
Uber,Black,Back Bay,South Station,3.44,25.0
Lyft,Lux Black,Haymarket Square,Theatre District,1.75,19.5
Uber,Black,Northeastern University,Theatre District,1.81,17.0
Uber,UberXL,Boston University,Back Bay,1.51,12.0
Lyft,Lyft,Beacon Hill,South Station,2.6,9.0
Lyft,Lyft,Fenway,Back Bay,1.43,7.0
Uber,UberPool,Haymarket Square,West End,0.72,6.5
Lyft,Lux,Financial District,Fenway,4.33,22.5
Lyft,Lux,Fenway,North Station,3.15,19.5
Uber,UberXL,Theatre District,South Station,1.37,15.0
Lyft,Lux Black XL,Haymarket Square,Theatre District,1.72,30.0
Uber,UberXL,North End,Beacon Hill,1.35,13.0
Lyft,Lux,Boston University,Theatre District,4.41,32.5
Uber,Black,Beacon Hill,Haymarket Square,1.36,17.5
Lyft,Lux Black XL,Northeastern University,Beacon Hill,2.5,47.5
Lyft,Lux,North End,Back Bay,2.64,19.5
Lyft,Lux Black XL,Boston University,Financial District,5.43,45.5
Uber,WAV,Financial District,Fenway,4.4,15.0
Uber,Black SUV,Back Bay,Fenway,1.49,26.5
Lyft,Lux Black,Financial District,North End,1.16,16.5
Lyft,Shared,Financial District,Boston University,4.68,10.5
Uber,UberX,Back Bay,Fenway,1.5,7.0
Lyft,Shared,South Station,Back Bay,1.32,7.0
Lyft,Lyft,North End,Back Bay,2.66,10.5
Uber,UberXL,South Station,Beacon Hill,1.79,16.0
Lyft,Shared,Back Bay,North End,2.78,7.0
Uber,Black,Boston University,Beacon Hill,2.27,22.0
Lyft,Lux,Northeastern University,Back Bay,1.06,13.5
Lyft,Shared,North Station,Northeastern University,3.26,11.0
Lyft,Lux,Financial District,South Station,0.63,10.5
Uber,UberX,Financial District,Fenway,4.4,12.0
Uber,WAV,Financial District,North End,1.04,7.5
Lyft,Lux Black,Northeastern University,North Station,3.26,26.0
Uber,UberXL,West End,Boston University,3.04,18.0
Lyft,Lyft,South Station,West End,2.17,9.0
Uber,WAV,South Station,Financial District,0.39,7.0
Uber,UberX,Fenway,North Station,3.05,10.5
Lyft,Lux Black XL,Northeastern University,Back Bay,1.06,27.5
Lyft,Lyft XL,West End,Northeastern University,2.82,16.5
Uber,UberX,South Station,Back Bay,6.26,17.0
Lyft,Lyft,Back Bay,Haymarket Square,1.96,9.0
Lyft,Lux,Fenway,Back Bay,1.39,13.5
Lyft,Lyft,Northeastern University,Theatre District,2.36,13.5
Lyft,Lux,Beacon Hill,Fenway,2.45,16.5
Lyft,Lux Black XL,Fenway,West End,2.97,34.0
Uber,Black SUV,North Station,South Station,2.29,29.0
Lyft,Lux Black,Northeastern University,Back Bay,1.06,22.5
Lyft,Lux,North End,Theatre District,1.73,13.5
Lyft,Lux,North Station,Northeastern University,3.23,22.5
Lyft,Lux Black XL,Financial District,Northeastern University,4.15,38.5
Lyft,Lux Black,Theatre District,South Station,1.09,19.5
Lyft,Lyft XL,Boston University,Beacon Hill,2.32,19.5
Uber,UberPool,South Station,Theatre District,0.55,7.5
Uber,WAV,Haymarket Square,North Station,0.56,7.0
Uber,UberXL,Back Bay,Haymarket Square,1.79,15.0
Lyft,Lyft,Financial District,Northeastern University,4.12,13.5
Uber,UberPool,Beacon Hill,Haymarket Square,0.91,7.5
Uber,UberXL,Beacon Hill,Haymarket Square,1.36,13.0
Uber,Black,Financial District,Northeastern University,4.55,26.0
Uber,Black SUV,Financial District,Fenway,3.64,39.0
Lyft,Lux Black XL,Theatre District,North End,1.5,30.0
Uber,UberXL,North Station,Haymarket Square,0.49,10.5
Uber,UberXL,West End,Boston University,3.04,17.5
Uber,UberPool,Back Bay,Fenway,1.6,7.0
Uber,Black,Theatre District,South Station,1.3,15.0
Lyft,Lyft XL,West End,Haymarket Square,0.72,10.5
Lyft,Lyft,West End,Boston University,3.11,10.5
Lyft,Lux,North End,Beacon Hill,1.53,16.5
Lyft,Lux Black XL,Boston University,Back Bay,1.49,26.0
Uber,UberPool,Boston University,Beacon Hill,2.27,9.5
Lyft,Lyft XL,Haymarket Square,Financial District,1.22,13.5
Lyft,Lux Black XL,North End,North Station,1.04,27.5
Uber,UberPool,North Station,South Station,2.29,8.0
Uber,UberXL,North End,West End,1.86,13.0
Lyft,Lux Black XL,North End,Back Bay,2.62,38.5
Lyft,Shared,Back Bay,Northeastern University,1.26,3.5
Uber,UberPool,Boston University,Back Bay,1.44,9.0
Uber,UberPool,West End,Northeastern University,2.86,8.0
Lyft,Lyft XL,Boston University,North Station,3.13,16.5
Uber,Black SUV,Haymarket Square,West End,0.86,27.0
Uber,Black,Back Bay,Haymarket Square,3.8,27.0
Lyft,Lux Black XL,West End,Fenway,2.8,47.5
Uber,Black SUV,West End,Boston University,3.04,32.0
Lyft,Lyft XL,North Station,Fenway,3.44,16.5
Uber,Black SUV,North End,West End,0.98,27.5
Uber,Black,Fenway,West End,3.13,24.0
Lyft,Lux Black,Boston University,Financial District,5.35,38.5
Uber,UberX,Theatre District,South Station,1.3,8.0
Uber,WAV,Northeastern University,Back Bay,1.08,9.5
Lyft,Lyft XL,North Station,Boston University,3.47,19.5
Uber,Black,Boston University,West End,2.8,22.5
Lyft,Shared,West End,Boston University,3.07,7.0
Lyft,Shared,West End,Fenway,2.79,7.0
Lyft,Lux Black XL,South Station,Back Bay,1.33,27.5
Lyft,Lux,North Station,Haymarket Square,0.42,10.5
Lyft,Lux Black XL,South Station,Financial District,0.57,27.5
Uber,UberXL,Theatre District,Boston University,2.45,17.0
Uber,UberX,Haymarket Square,Financial District,1.25,8.0
Uber,WAV,Northeastern University,Theatre District,1.8,9.0
Lyft,Lux Black XL,North End,Theatre District,1.71,27.5
Uber,WAV,Fenway,Theatre District,2.66,9.5
Uber,UberX,South Station,North Station,2.12,9.5
Uber,Black SUV,Beacon Hill,Haymarket Square,0.91,27.5
Lyft,Shared,Back Bay,South Station,3.19,10.5
Lyft,Lux Black XL,Boston University,North Station,3.15,32.5
Lyft,Lyft,Back Bay,North End,2.92,11.0
Lyft,Shared,Financial District,Fenway,4.36,9.0
Lyft,Lux Black XL,Back Bay,Boston University,2.06,30.0
Lyft,Shared,Back Bay,Northeastern University,1.45,5.0
Lyft,Shared,Theatre District,Haymarket Square,1.23,5.0
Uber,Black,Financial District,Boston University,4.72,30.5
Uber,WAV,Boston University,West End,2.8,10.5
Lyft,Lyft,South Station,Back Bay,1.43,7.0
Uber,UberPool,Financial District,Haymarket Square,0.8,7.5
Lyft,Lyft XL,Haymarket Square,North Station,0.74,9.0
Lyft,Lux,Theatre District,Northeastern University,1.96,16.5
Uber,WAV,North Station,Haymarket Square,0.49,7.0
Lyft,Lux Black,North Station,Northeastern University,3.18,27.5
Uber,UberPool,North Station,North End,0.92,8.0
Uber,UberX,North Station,Fenway,3.07,9.5
Lyft,Lyft,Theatre District,South Station,1.13,10.5
Uber,Black,North End,Beacon Hill,1.35,18.0
Lyft,Lyft XL,Haymarket Square,West End,0.76,10.5
Lyft,Lux Black XL,South Station,Back Bay,1.33,30.0
Lyft,Shared,Haymarket Square,West End,0.81,5.0
Uber,Black,Boston University,North Station,3.01,26.0
Lyft,Shared,West End,Fenway,2.81,7.0
Lyft,Lux Black,West End,Fenway,2.78,27.5
Uber,UberX,West End,South Station,1.69,8.5
Uber,Black SUV,Financial District,Fenway,4.4,40.5
Lyft,Lux,Back Bay,Haymarket Square,2.31,19.5
Lyft,Lux,Boston University,Back Bay,1.45,13.5
Uber,UberXL,Northeastern University,Beacon Hill,1.9,14.0
Lyft,Lux,Back Bay,Fenway,1.43,13.5
Uber,WAV,Back Bay,Boston University,1.56,8.0
Uber,UberPool,Financial District,Fenway,4.4,9.5
Lyft,Lux Black XL,Financial District,Boston University,4.61,42.5
Uber,UberX,Beacon Hill,Fenway,2.46,8.5
Lyft,Shared,Financial District,North End,1.11,5.0
Uber,WAV,Northeastern University,West End,3.2,9.5
Uber,Black,Back Bay,North End,3.61,30.5
Uber,UberXL,Boston University,Financial District,4.44,20.5
Lyft,Lyft XL,North Station,North End,1.24,13.5
Uber,Black,Boston University,North Station,3.01,27.0
Uber,UberXL,South Station,Theatre District,0.58,9.5
Lyft,Lyft XL,Theatre District,North End,1.53,13.5
Lyft,Shared,Fenway,Theatre District,3.1,7.0
Uber,Black SUV,Haymarket Square,North Station,0.56,26.5
Lyft,Lyft,North End,Financial District,1.25,7.0
Uber,UberPool,North Station,Northeastern University,3.22,9.5
Uber,Black,Haymarket Square,Back Bay,2.32,22.0
Uber,Black SUV,North End,West End,1.0,27.5
Uber,WAV,West End,Fenway,2.72,15.5
Uber,WAV,South Station,Beacon Hill,2.48,10.5
Uber,UberXL,Fenway,North Station,3.05,17.5
Lyft,Shared,Beacon Hill,North End,2.49,7.0
Uber,WAV,North Station,Boston University,3.39,11.5
Uber,Black SUV,Theatre District,North End,1.41,26.0
Uber,UberXL,Theatre District,North End,1.41,13.0
Uber,WAV,Back Bay,North End,2.33,9.5
Lyft,Shared,Financial District,Haymarket Square,1.05,3.0
Uber,UberX,North End,Financial District,1.21,7.5
Lyft,Lux Black XL,Back Bay,South Station,3.27,34.0
Uber,Black SUV,North End,Beacon Hill,2.19,30.5
Uber,Black,Beacon Hill,Boston University,2.79,24.0
Uber,Black,Boston University,West End,2.8,26.0
Uber,Black,Haymarket Square,Theatre District,1.61,17.5
Uber,UberPool,Beacon Hill,Fenway,2.96,9.5
Lyft,Lux,Fenway,West End,2.95,19.5
Lyft,Lux Black XL,Haymarket Square,Financial District,1.08,26.0
Lyft,Lux Black XL,Financial District,South Station,0.53,27.5
Lyft,Lux Black,Theatre District,Boston University,2.96,38.0
Uber,UberX,Northeastern University,Theatre District,1.8,9.5
Uber,Black,Financial District,Fenway,4.4,34.0
Lyft,Lyft,Fenway,Back Bay,1.48,13.5
Uber,WAV,Back Bay,South Station,3.53,9.5
Uber,UberXL,Northeastern University,West End,3.15,18.0
Uber,UberX,Haymarket Square,North Station,0.56,7.0
Lyft,Lyft XL,North End,Theatre District,1.73,13.5
