carat,cut,color,clarity,price,x,y,z
1.7,Very Good,G,VS2,15259,7.6,7.67,4.78
0.56,Very Good,F,VVS1,2321,5.26,5.3,3.26
0.9,Very Good,D,SI2,3534,6.12,6.22,3.72
2.25,Fair,H,I1,6653,8.01,7.97,5.41
0.58,Ideal,F,VS1,2227,5.47,5.44,3.29
0.3,Ideal,I,VVS2,495,4.27,4.31,2.68
0.54,Premium,D,VS2,1993,5.37,5.24,3.24
1.51,Premium,E,SI1,11565,7.3,7.26,4.57
0.32,Good,D,VS2,657,4.35,4.42,2.79
0.3,Ideal,H,VVS1,665,4.32,4.35,2.66
0.38,Ideal,F,VS2,889,4.67,4.64,2.85
1.04,Premium,F,VVS2,8722,6.68,6.66,3.95
1.05,Ideal,G,VS2,7028,6.56,6.53,4.04
0.75,Ideal,I,VS2,2680,5.86,5.9,3.55
0.53,Ideal,E,VS2,1607,5.17,5.21,3.16
0.9,Very Good,I,VS2,3709,6.17,6.22,3.71
0.78,Good,I,SI1,2116,5.82,5.88,3.69
0.62,Ideal,E,SI1,2054,5.53,5.49,3.4
0.73,Ideal,G,SI2,2376,5.8,5.82,3.55
0.53,Ideal,D,VVS2,2407,5.19,5.23,3.24
1.31,Ideal,J,SI1,6337,6.95,7.04,4.37
0.44,Good,E,SI1,756,4.81,4.85,3.06
0.23,Very Good,E,VVS2,530,3.95,3.98,2.44
0.71,Ideal,G,VS2,3299,5.72,5.75,3.55
0.75,Ideal,J,VS2,2025,5.84,5.81,3.63
0.4,Ideal,G,VS1,819,4.68,4.73,2.93
0.3,Ideal,E,VS2,658,4.32,4.35,2.69
0.61,Ideal,I,VVS2,1867,5.51,5.47,3.4
1.0,Ideal,H,SI1,4702,6.52,6.54,3.94
0.27,Ideal,H,VS1,464,4.2,4.23,2.58
0.35,Ideal,F,VS2,906,4.56,4.52,2.76
0.4,Premium,H,SI1,855,4.73,4.7,2.93
1.73,Premium,H,SI1,12079,7.64,7.61,4.76
0.71,Premium,D,VS2,2770,5.65,5.61,3.52
0.42,Ideal,G,VVS2,961,4.83,4.86,3.02
0.57,Ideal,E,SI1,1436,5.32,5.35,3.28
1.11,Good,J,SI1,3846,6.48,6.57,4.15
0.24,Ideal,G,VVS1,559,4.01,4.03,2.49
1.08,Ideal,H,SI2,5141,6.66,6.6,4.07
1.0,Premium,G,SI2,4368,6.38,6.33,3.93
1.01,Premium,F,VS2,6271,6.43,6.4,4.01
0.4,Ideal,G,VVS1,1059,4.74,4.79,2.93
1.0,Premium,G,VS1,6727,6.4,6.35,3.98
0.37,Premium,G,VS2,944,4.72,4.66,2.8
2.09,Premium,H,SI2,10182,8.28,8.19,5.02
0.53,Very Good,E,VS1,1874,5.13,5.22,3.2
0.72,Very Good,D,VS2,3016,5.7,5.73,3.55
0.4,Premium,F,VS2,1080,4.83,4.79,2.85
2.11,Ideal,H,SI2,12179,8.3,8.25,5.09
1.01,Very Good,D,SI2,4588,6.4,6.43,3.99
0.71,Ideal,D,SI2,2610,5.74,5.78,3.54
1.0,Ideal,D,SI1,5880,6.54,6.5,3.95
0.37,Ideal,F,VVS1,1342,4.71,4.75,2.8
1.14,Ideal,F,VS1,9074,6.68,6.71,4.13
0.72,Ideal,G,SI2,2170,5.78,5.82,3.57
1.0,Premium,E,SI2,4704,6.41,6.36,3.92
1.02,Premium,D,SI2,4583,6.56,6.52,3.88
1.0,Premium,H,VS1,4732,6.37,6.33,3.98
0.3,Ideal,G,VVS1,735,4.34,4.38,2.65
0.75,Ideal,J,SI2,1944,5.91,5.87,3.58
0.42,Ideal,I,IF,961,4.82,4.84,3.0
0.59,Ideal,F,VVS2,2551,5.38,5.41,3.33
0.91,Very Good,E,SI2,3751,6.05,6.09,3.87
0.73,Ideal,I,VVS1,3239,5.75,5.77,3.56
0.32,Premium,I,VVS2,720,4.38,4.35,2.71
0.36,Ideal,F,VVS1,1021,4.59,4.62,2.83
0.32,Ideal,H,VVS2,828,4.42,4.38,2.72
0.32,Premium,J,VS1,540,4.39,4.33,2.7
1.01,Ideal,H,SI1,5062,6.48,6.43,3.94
1.0,Good,F,SI2,3799,6.35,6.26,4.04
1.02,Good,D,SI2,4246,6.7,6.62,3.84
0.7,Ideal,D,SI2,2423,5.77,5.73,3.47
1.01,Very Good,E,SI1,5229,6.36,6.4,3.99
0.9,Very Good,J,VS2,3145,6.12,6.1,3.88
0.57,Premium,E,VS2,1763,5.38,5.33,3.32
1.0,Premium,H,VS1,5387,6.44,6.4,3.9
1.49,Fair,H,I1,6425,6.93,6.89,4.62
0.53,Very Good,E,VS2,1721,5.18,5.21,3.2
1.01,Good,G,SI1,3871,6.34,6.3,3.93
0.58,Very Good,D,VS2,1750,5.37,5.42,3.29
0.3,Ideal,F,IF,947,4.35,4.39,2.67
0.5,Premium,E,SI1,1316,5.06,5.1,3.15
1.29,Very Good,G,VS2,8684,7.11,7.27,4.22
0.5,Ideal,I,VS2,1244,5.05,5.09,3.17
1.2,Very Good,J,VS2,4232,6.77,6.71,4.25
0.81,Very Good,E,SI1,3643,5.87,5.95,3.66
0.89,Premium,H,SI2,2610,6.17,6.15,3.83
1.5,Ideal,F,VS2,15444,7.31,7.33,4.53
0.7,Ideal,G,VS2,2723,5.67,5.7,3.54
1.33,Very Good,G,VS2,8953,7.04,7.09,4.36
2.0,Ideal,I,SI2,13921,8.07,8.11,4.94
0.33,Ideal,H,VS2,668,4.48,4.45,2.71
0.3,Premium,I,VVS2,675,4.36,4.3,2.64
0.8,Fair,G,I1,1715,5.86,5.83,3.77
1.5,Very Good,E,SI1,11194,7.21,7.23,4.62
1.2,Premium,G,SI2,5250,6.92,6.98,4.16
0.4,Premium,E,VS1,1053,4.76,4.81,2.89
0.38,Very Good,D,SI1,733,4.66,4.69,2.79
0.49,Premium,F,VS2,1261,5.21,5.16,3.07
0.56,Premium,H,VVS2,1814,5.48,5.39,3.25
0.43,Ideal,G,SI2,800,4.92,4.9,3.0
0.73,Premium,D,SI2,1730,5.81,5.74,3.52
0.41,Premium,H,SI1,876,4.83,4.77,2.88
0.32,Good,D,SI2,571,4.37,4.34,2.79
0.3,Fair,J,VS2,416,4.24,4.16,2.72
3.01,Premium,I,I1,8040,9.1,8.97,5.67
0.37,Very Good,G,SI2,624,4.61,4.58,2.91
1.1,Ideal,F,VS2,7589,6.68,6.64,4.09
0.91,Premium,D,SI2,4051,6.23,6.19,3.86
1.13,Ideal,D,SI1,7066,6.69,6.74,4.12
0.32,Ideal,F,VS2,660,4.4,4.44,2.72
1.25,Very Good,H,SI2,5362,6.82,6.86,4.29
0.3,Ideal,G,SI2,422,4.31,4.33,2.67
1.22,Very Good,J,VS2,5160,6.95,6.91,4.21
0.7,Premium,E,VS2,2822,5.73,5.68,3.51
0.31,Good,G,VS2,698,4.29,4.26,2.72
0.51,Ideal,G,VVS2,1926,5.14,5.17,3.19
1.0,Good,G,VS1,6349,6.3,6.34,4.02
1.02,Ideal,F,SI2,4684,6.52,6.49,4.01
0.3,Ideal,E,VVS1,956,4.39,4.34,2.64
0.37,Very Good,D,SI1,681,4.58,4.62,2.86
0.35,Ideal,D,SI2,522,4.53,4.54,2.83
0.31,Premium,G,VS1,802,4.37,4.35,2.67
1.0,Very Good,G,SI1,4844,6.29,6.33,3.95
1.01,Very Good,H,I1,3167,6.39,6.33,4.02
0.54,Premium,F,SI1,1555,5.29,5.2,3.17
2.18,Ideal,J,VS2,16427,8.32,8.36,5.19
0.38,Ideal,F,VS1,915,4.7,4.74,2.85
1.01,Very Good,F,VS2,6159,6.4,6.48,3.96
0.59,Ideal,G,VS1,1916,5.35,5.4,3.34
0.55,Ideal,D,SI2,1368,5.28,5.23,3.22
1.0,Premium,G,VS2,5242,6.43,6.39,3.98
0.84,Ideal,I,VS1,3201,6.03,6.09,3.72
0.9,Good,F,SI2,3470,6.23,6.35,3.64
0.72,Very Good,G,SI1,2265,5.69,5.74,3.59
1.01,Good,I,VS1,5056,6.5,6.57,3.86
1.57,Very Good,H,VS2,9407,7.46,7.4,4.71
0.3,Good,F,VS1,570,4.26,4.28,2.72
0.7,Ideal,F,VS1,3399,5.65,5.72,3.5
0.38,Ideal,H,VS2,680,4.63,4.68,2.88
0.91,Premium,D,SI2,3958,6.21,6.25,3.81
0.4,Ideal,F,SI2,764,4.75,4.78,2.93
0.46,Premium,G,VS1,1087,4.92,4.83,3.06
2.0,Ideal,F,SI2,18172,8.08,8.01,5.04
1.7,Premium,H,VS2,10333,7.77,7.72,4.57
0.39,Ideal,G,VVS2,952,4.67,4.7,2.91
0.73,Premium,F,VS2,2841,5.9,5.87,3.55
0.32,Ideal,E,VS2,900,4.41,4.39,2.73
0.74,Ideal,G,VS1,3572,5.79,5.82,3.57
1.07,Ideal,H,SI1,5031,6.61,6.68,4.05
1.22,Ideal,F,VS1,9756,6.86,6.82,4.28
1.52,Premium,H,SI1,9527,7.39,7.44,4.52
0.34,Premium,H,VVS1,995,4.49,4.45,2.75
0.4,Ideal,G,IF,1229,4.76,4.81,2.93
0.32,Premium,J,VS1,421,4.38,4.4,2.71
0.32,Ideal,F,VS1,716,4.39,4.42,2.72
0.31,Ideal,F,VS2,625,4.3,4.34,2.65
0.33,Premium,G,VS1,854,4.45,4.43,2.7
0.66,Good,F,VS2,2275,5.55,5.6,3.43
1.12,Ideal,I,SI1,4829,6.69,6.64,4.13
1.73,Good,E,SI1,14479,7.54,7.5,4.83
1.0,Fair,G,VS1,5853,6.47,6.45,3.79
1.08,Premium,G,SI2,4627,6.57,6.53,4.12
0.55,Ideal,H,IF,2120,5.25,5.29,3.25
1.02,Ideal,F,VS2,6479,6.42,6.5,4.05
1.11,Ideal,E,IF,15464,6.65,6.69,4.12
0.78,Very Good,J,SI1,2164,6.07,6.13,3.54
0.7,Good,E,SI1,2038,5.53,5.58,3.61
0.82,Premium,F,SI1,3080,6.02,5.96,3.66
1.51,Very Good,D,VS2,14112,7.29,7.34,4.56
0.4,Good,F,VS2,784,4.71,4.74,2.94
2.01,Premium,H,SI1,18188,8.06,7.96,4.94
0.38,Very Good,D,VVS2,1200,4.63,4.65,2.87
0.7,Premium,D,SI2,2562,5.79,5.74,3.42
0.33,Ideal,D,SI2,492,4.39,4.42,2.75
0.58,Very Good,E,IF,2852,5.37,5.43,3.27
0.51,Fair,F,VS2,1602,5.34,5.29,2.99
0.9,Very Good,I,SI2,3099,6.25,6.31,3.79
1.04,Ideal,G,SI1,5570,6.53,6.54,4.05
1.05,Ideal,J,SI1,4405,6.54,6.56,4.04
0.74,Fair,D,VVS2,4040,5.73,5.71,3.74
0.4,Good,E,SI1,687,4.67,4.71,2.98
1.07,Ideal,G,SI1,5532,6.59,6.61,4.07
0.54,Good,H,SI1,1154,5.15,5.22,3.28
0.41,Ideal,H,VS2,1163,4.83,4.86,2.94
1.05,Ideal,G,VS2,6350,6.54,6.52,4.03
0.34,Premium,D,VS2,687,4.55,4.59,2.71
1.2,Very Good,I,SI1,4838,6.72,6.66,4.22
1.41,Ideal,F,VVS1,16545,7.2,7.28,4.42
0.61,Ideal,J,VVS1,1692,5.45,5.51,3.34
0.51,Ideal,J,SI2,885,5.1,5.14,3.18
0.38,Ideal,F,VS1,988,4.68,4.69,2.88
0.7,Premium,J,VS1,2005,5.73,5.66,3.47
0.4,Very Good,G,VS1,871,4.73,4.77,2.92
0.31,Ideal,D,VS2,734,4.34,4.36,2.7
1.2,Very Good,G,SI1,4520,6.72,6.65,4.24
0.78,Very Good,D,VS1,4234,6.0,6.03,3.64
1.0,Good,G,SI1,6437,6.44,6.48,3.87
1.75,Ideal,I,VS2,12531,7.72,7.77,4.77
0.61,Ideal,E,VVS2,2907,5.42,5.45,3.39
0.3,Ideal,G,VVS2,638,4.29,4.33,2.68
0.31,Ideal,F,VS2,583,4.36,4.39,2.72
0.9,Very Good,E,VS1,5001,6.1,6.19,3.83
1.01,Premium,G,SI2,4327,6.55,6.46,3.91
0.35,Premium,E,IF,1148,4.64,4.62,2.73
0.58,Very Good,E,SI1,1424,5.31,5.36,3.28
1.03,Very Good,G,SI2,4473,6.55,6.6,3.89
1.27,Ideal,H,VS1,8652,6.95,6.97,4.27
0.32,Ideal,F,VVS1,854,4.42,4.44,2.73
0.93,Fair,D,VS2,5078,6.52,6.45,3.65
0.41,Very Good,E,VS1,1160,4.7,4.73,2.99
0.9,Good,E,SI2,3595,6.12,6.16,3.78
0.35,Ideal,D,VS2,1063,4.55,4.5,2.83
1.22,Ideal,I,SI2,5226,6.91,6.85,4.22
0.31,Premium,E,VS1,942,4.42,4.38,2.64
1.22,Good,I,VS1,6713,7.01,6.95,4.13
0.58,Premium,E,VS2,2192,5.43,5.38,3.22
0.7,Premium,D,SI2,2299,5.71,5.73,3.55
0.31,Premium,D,SI2,593,4.35,4.31,2.69
0.4,Ideal,E,VS2,975,4.75,4.72,2.95
1.01,Ideal,H,SI1,4836,6.43,6.39,4.01
1.24,Good,H,VS2,7210,7.09,7.15,4.15
1.62,Very Good,E,SI2,9355,7.57,7.62,4.62
0.9,Good,G,SI2,3246,6.02,5.99,3.85
0.33,Very Good,E,VS2,772,4.5,4.53,2.7
1.6,Premium,E,SI2,10483,7.61,7.55,4.5
0.31,Ideal,D,VS2,734,4.39,4.42,2.66
0.31,Ideal,D,IF,1917,4.39,4.41,2.66
1.52,Ideal,E,VS2,15239,7.34,7.38,4.58
0.9,Premium,H,SI2,3326,6.13,6.04,3.78
1.1,Ideal,F,VVS2,9817,6.68,6.65,4.08
1.5,Good,I,VS1,9828,7.48,7.44,4.32
0.41,Ideal,E,VVS1,1367,4.8,4.83,2.93
0.31,Ideal,E,VS1,626,4.39,4.44,2.66
0.9,Fair,G,SI1,2691,5.74,5.67,4.16
0.92,Premium,E,SI1,4482,6.22,6.15,3.84
2.0,Premium,G,SI2,10833,8.13,8.07,4.92
0.35,Ideal,D,SI1,644,4.5,4.52,2.81
2.16,Premium,I,SI1,17934,8.54,8.49,4.98
0.9,Very Good,F,SI1,3893,6.23,6.3,3.83
1.01,Premium,F,VS2,6587,6.39,6.43,3.95
0.55,Premium,E,SI2,1134,5.37,5.31,3.12
1.0,Very Good,G,VS2,5766,6.49,6.56,3.85
0.3,Good,G,VVS1,789,4.23,4.25,2.68
0.41,Premium,F,IF,1439,4.73,4.76,2.97
0.5,Premium,H,SI1,1219,5.06,5.02,3.13
0.9,Fair,E,SI1,4220,6.17,6.22,3.67
1.53,Premium,J,VVS1,9155,7.37,7.4,4.55
1.24,Ideal,H,VS2,5683,6.92,6.88,4.24
0.34,Ideal,D,VS2,753,4.49,4.53,2.75
0.71,Premium,H,IF,3384,5.8,5.76,3.48
1.54,Ideal,G,VVS1,16169,7.45,7.49,4.54
0.3,Premium,D,VS2,911,4.37,4.33,2.64
1.07,Fair,F,SI1,4554,6.65,6.46,3.97
1.01,Very Good,F,SI1,4899,6.49,6.55,3.89
1.12,Premium,H,SI2,4620,6.66,6.74,4.15
1.09,Premium,F,SI1,5384,6.56,6.51,4.1
1.2,Very Good,H,SI1,6019,6.84,6.92,4.2
0.32,Ideal,G,SI1,612,4.38,4.35,2.73
0.5,Premium,D,VS2,1845,5.1,5.04,3.14
1.61,Very Good,I,SI2,7775,7.54,7.5,4.58
1.34,Very Good,H,SI2,4352,7.08,7.01,4.3
0.73,Ideal,E,SI2,2431,5.73,5.76,3.61
1.26,Ideal,D,VS2,8256,6.9,6.85,4.3
0.42,Premium,G,VVS1,1235,4.88,4.85,2.91
0.72,Ideal,I,VS1,2586,5.73,5.76,3.53
1.54,Premium,F,SI1,11897,7.56,7.46,4.57
0.27,Ideal,E,VS1,704,4.17,4.23,2.58
1.31,Very Good,I,SI2,5187,7.09,7.17,4.25
1.57,Premium,H,SI1,10149,7.38,7.32,4.57
1.41,Very Good,H,SI2,7339,7.36,7.44,4.33
0.93,Ideal,H,VS1,5375,6.28,6.26,3.88
1.07,Ideal,F,IF,11434,6.52,6.57,4.06
0.52,Ideal,D,VS2,1919,5.16,5.11,3.2
0.34,Very Good,I,VVS2,596,4.49,4.52,2.76
1.16,Premium,F,SI2,5164,6.76,6.71,4.18
0.5,Ideal,G,VVS2,1838,5.05,5.09,3.16
0.43,Ideal,D,SI2,716,4.84,4.88,3.04
0.8,Ideal,E,VS2,4126,5.95,5.98,3.71
1.01,Good,D,SI1,5055,6.28,6.31,4.02
1.21,Premium,J,SI1,4492,6.9,6.93,4.13
0.33,Ideal,I,IF,675,4.46,4.48,2.77
0.71,Very Good,J,VS2,1675,5.71,5.73,3.55
0.55,Ideal,D,VS2,1768,5.31,5.28,3.23
0.71,Good,F,SI1,2258,5.61,5.55,3.59
1.24,Ideal,H,VS1,5055,6.84,6.81,4.3
1.68,Ideal,E,SI2,11888,7.79,7.7,4.68
0.7,Ideal,F,SI1,2596,5.67,5.65,3.51
0.4,Very Good,F,SI1,737,4.71,4.72,2.96
0.3,Good,E,VVS2,1026,4.34,4.29,2.58
0.62,Ideal,G,IF,2655,5.46,5.51,3.41
0.7,Ideal,D,VS2,3092,5.66,5.7,3.5
0.28,Very Good,D,VVS1,642,4.23,4.25,2.56
1.74,Ideal,F,SI1,14775,7.68,7.64,4.78
0.71,Very Good,D,VVS2,4363,5.75,5.79,3.52
1.0,Very Good,F,VS1,7710,6.49,6.53,3.89
0.57,Good,G,SI1,1364,5.29,5.32,3.36
1.01,Very Good,D,SI1,6630,6.37,6.41,3.97
0.32,Ideal,D,VS2,758,4.37,4.41,2.69
0.53,Fair,E,SI1,1363,5.16,5.15,3.33
0.9,Very Good,F,SI2,3457,6.18,6.12,3.88
0.7,Very Good,H,VS2,2312,5.6,5.63,3.57
1.05,Very Good,G,VVS2,7667,6.54,6.61,3.93
0.3,Ideal,G,VVS1,1013,4.32,4.31,2.7
1.05,Premium,D,SI1,6174,6.74,6.68,3.98
1.0,Good,H,SI2,4081,6.31,6.38,4.0
0.72,Ideal,E,VS1,3690,5.74,5.76,3.57
1.0,Premium,G,VS1,5242,6.39,6.31,3.93
1.23,Ideal,H,VS2,7900,6.76,6.84,4.27
1.08,Very Good,J,SI2,4152,6.51,6.57,4.09
0.71,Ideal,F,VS2,2686,5.66,5.61,3.54
0.34,Ideal,H,VS1,765,4.51,4.48,2.82
0.32,Very Good,I,SI1,540,4.33,4.3,2.74
1.12,Ideal,H,VS2,6110,6.64,6.7,4.12
0.43,Very Good,G,VS2,844,4.87,4.89,2.98
0.34,Ideal,H,VS2,537,4.48,4.55,2.77
0.41,Premium,G,VVS1,1230,4.78,4.74,2.87
1.03,Very Good,F,VS2,6218,6.34,6.31,4.01
1.22,Premium,H,SI2,5671,6.91,6.87,4.18
0.9,Very Good,J,VS2,2686,6.13,6.1,3.87
0.9,Very Good,F,VS2,4715,6.12,6.07,3.85
0.5,Ideal,H,SI1,1178,5.09,5.12,3.16
0.9,Very Good,F,SI2,3556,6.08,6.01,3.83
1.07,Ideal,G,VVS2,8212,6.51,6.55,4.1
0.35,Ideal,F,VS2,706,4.53,4.55,2.82
0.31,Ideal,D,SI1,732,4.38,4.36,2.67
0.53,Ideal,E,SI1,1585,5.2,5.24,3.23
0.3,Ideal,D,VS2,710,4.32,4.36,2.66
0.33,Very Good,F,VS2,666,4.45,4.5,2.74
0.9,Ideal,F,VS1,5386,6.2,6.23,3.83
1.01,Ideal,G,SI1,4653,6.44,6.5,3.97
0.46,Ideal,E,VS2,1251,4.93,4.89,3.05
1.0,Good,E,VS1,7556,6.42,6.45,3.87
1.0,Very Good,E,SI2,4620,6.33,6.4,3.97
0.3,Very Good,E,VS2,614,4.21,4.25,2.65
0.32,Ideal,J,VVS1,494,4.47,4.48,2.72
1.05,Ideal,E,SI1,6316,6.62,6.67,4.03
0.55,Premium,D,SI1,1698,5.25,5.22,3.28
0.75,Ideal,D,VS2,3625,5.82,5.85,3.6
0.51,Very Good,E,SI1,1443,5.08,5.05,3.2
0.43,Premium,F,SI1,1016,4.86,4.83,2.97
0.57,Premium,E,VS2,1851,5.32,5.37,3.28
0.3,Premium,H,SI2,410,4.37,4.34,2.62
0.3,Ideal,H,VVS2,776,4.34,4.31,2.67
0.9,Very Good,H,VS1,4309,6.09,6.14,3.8
1.51,Premium,F,VS2,14165,7.23,7.35,4.52
0.51,Very Good,E,SI1,1438,5.13,5.18,3.16
0.52,Very Good,D,VS1,1829,5.11,5.16,3.21
2.01,Very Good,H,VS1,15930,8.04,7.97,5.08
0.35,Premium,H,VVS1,798,4.51,4.57,2.75
1.25,Ideal,G,IF,11511,6.99,7.03,4.22
1.5,Premium,H,SI2,8645,7.3,7.22,4.52
0.7,Premium,F,VS2,2648,5.64,5.59,3.54
1.03,Ideal,G,VVS2,8020,6.51,6.48,4.0
0.5,Very Good,E,SI2,1077,5.03,5.09,3.11
0.52,Premium,F,VS2,1451,5.19,5.21,3.13
0.51,Very Good,D,SI1,1420,5.18,5.22,3.09
0.59,Ideal,E,SI1,1789,5.39,5.34,3.35
0.53,Ideal,F,IF,2658,5.19,5.21,3.19
0.56,Ideal,E,VS2,1882,5.35,5.31,3.27
0.46,Very Good,E,SI1,968,4.93,4.98,3.06
0.76,Premium,F,IF,4223,5.85,5.89,3.56
1.3,Very Good,F,SI1,7567,6.99,7.06,4.32
1.11,Ideal,I,SI1,4709,6.62,6.67,4.11
0.24,Very Good,F,VS1,419,3.93,3.97,2.49
0.42,Very Good,F,VS1,910,4.84,4.88,2.96
0.52,Ideal,G,VS1,1743,5.17,5.14,3.2
0.51,Ideal,H,SI2,983,5.13,5.15,3.18
1.09,Very Good,F,SI1,5570,6.55,6.61,4.1
1.02,Ideal,H,I1,3915,6.4,6.45,3.99
1.35,Ideal,I,SI1,6199,7.11,7.05,4.41
0.72,Premium,J,SI1,1785,5.74,5.77,3.57
1.21,Premium,E,SI1,6261,6.75,6.7,4.24
0.37,Good,D,SI1,681,4.55,4.59,2.91
1.0,Ideal,F,VVS2,9014,6.48,6.52,3.88
1.63,Ideal,F,SI1,13363,7.55,7.58,4.66
0.7,Very Good,D,VS1,3054,5.62,5.67,3.55
1.0,Very Good,E,VS1,7453,6.39,6.41,4.03
0.71,Ideal,E,VS2,2817,5.66,5.64,3.54
0.91,Good,I,SI1,2676,5.98,6.05,3.86
0.43,Premium,D,VS2,963,4.93,4.89,2.93
0.34,Ideal,G,VVS2,775,4.44,4.48,2.77
0.41,Premium,G,VS2,827,4.81,4.84,2.88
2.02,Very Good,H,SI2,15666,8.04,7.98,5.02
1.01,Good,E,SI2,4149,6.29,6.35,4.0
0.35,Ideal,F,VS2,906,4.6,4.52,2.76
0.71,Good,G,VS2,2623,5.62,5.59,3.6
2.05,Very Good,G,SI1,12515,8.03,7.96,5.07
1.21,Premium,J,VS2,4268,6.83,6.79,4.25
0.56,Good,F,VS1,1712,5.36,5.42,3.19
0.95,Premium,G,SI2,3181,6.22,6.18,3.88
0.53,Ideal,G,SI1,1166,5.22,5.27,3.26
0.9,Premium,H,VS1,3838,6.09,6.0,3.81
0.39,Ideal,I,VS1,816,4.67,4.7,2.92
0.26,Premium,H,VS1,491,4.1,4.06,2.54
1.02,Premium,J,SI2,3119,6.42,6.37,3.98
1.09,Ideal,E,VS2,9346,6.66,6.68,4.05
0.26,Very Good,E,VVS2,597,4.08,4.11,2.58
1.2,Ideal,E,VVS2,11839,6.81,6.77,4.22
2.01,Premium,I,SI2,9658,8.1,8.03,5.01
0.34,Premium,G,VVS1,1071,4.6,4.56,2.7
1.53,Good,J,SI2,6368,7.3,7.18,4.64
0.3,Premium,E,VVS1,895,4.28,4.33,2.64
0.43,Premium,D,VS2,1056,4.88,4.92,2.95
0.39,Ideal,E,VS1,889,4.78,4.8,2.87
0.52,Very Good,D,VS1,1860,5.03,5.13,3.18
0.9,Ideal,D,SI1,4351,6.19,6.21,3.82
0.32,Ideal,D,VS2,713,4.42,4.45,2.71
0.7,Premium,H,SI1,2176,6.65,5.69,3.46
0.56,Ideal,G,VVS2,1889,5.24,5.28,3.29
0.33,Ideal,H,VVS1,752,4.42,4.44,2.75
1.24,Premium,I,VS2,6257,6.98,6.93,4.19
0.3,Ideal,G,VVS2,665,4.32,4.34,2.7
1.7,Ideal,H,SI2,9864,7.59,7.67,4.72
1.33,Very Good,J,SI1,5327,6.93,7.01,4.46
1.05,Very Good,H,SI1,5027,6.51,6.47,4.1
0.24,Very Good,D,VVS2,485,3.99,4.03,2.46
0.44,Ideal,E,SI1,810,4.9,4.92,3.0
0.51,Very Good,G,VVS2,1768,5.08,5.11,3.19
1.7,Premium,I,SI1,10331,7.59,7.64,4.72
0.28,Ideal,H,VS1,481,4.21,4.24,2.63
1.23,Very Good,I,VS1,6564,6.77,6.91,4.32
1.17,Very Good,H,SI2,4826,6.68,6.74,4.21
1.74,Premium,H,SI2,10874,7.88,7.8,4.7
1.2,Very Good,G,VS1,8442,6.91,7.0,4.19
0.43,Premium,E,SI2,716,4.82,4.89,2.97
1.21,Very Good,H,SI1,4944,6.73,6.63,4.24
1.03,Ideal,G,SI1,4928,6.46,6.5,4.01
0.7,Fair,I,VS2,1814,5.53,5.48,3.64
0.3,Ideal,E,VVS2,1013,4.35,4.33,2.68
0.91,Very Good,H,VS2,4193,6.35,6.47,3.74
0.54,Very Good,F,SI1,1346,5.23,5.29,3.22
0.44,Ideal,G,VVS1,1143,4.92,4.94,3.02
0.3,Ideal,J,VVS2,439,4.31,4.32,2.68
0.52,Very Good,G,SI1,1338,5.1,5.07,3.22
0.3,Very Good,E,VVS2,759,4.28,4.31,2.68
0.4,Ideal,E,VVS1,1031,4.77,4.8,2.9
2.03,Ideal,I,SI1,14548,8.06,8.11,5.06
0.28,Very Good,G,VS2,492,4.21,4.24,2.59
0.39,Ideal,E,IF,1418,4.68,4.72,2.88
1.0,Very Good,E,SI2,3763,6.37,6.3,4.02
1.14,Good,I,SI1,4702,6.58,6.62,4.19
0.9,Premium,G,VS2,3850,6.06,6.02,3.8
0.35,Ideal,H,IF,868,4.55,4.58,2.8
1.5,Very Good,F,VS2,13001,7.29,7.32,4.52
1.58,Premium,H,VS1,11491,7.48,7.42,4.6
0.36,Ideal,H,VS1,631,4.56,4.6,2.83
0.34,Good,G,SI1,507,4.42,4.45,2.81
0.7,Ideal,H,VVS1,2881,5.74,5.71,3.55
0.91,Very Good,E,SI1,4512,6.1,6.19,3.84
0.4,Ideal,F,VS2,842,4.78,4.82,2.91
1.52,Premium,I,SI1,8852,7.48,7.4,4.5
1.05,Ideal,I,SI1,4494,6.55,6.62,4.02
1.01,Premium,D,SI1,4909,6.5,6.46,3.83
0.32,Ideal,D,SI2,612,4.41,4.39,2.69
0.7,Premium,H,SI1,2268,5.74,5.71,3.56
1.33,Very Good,I,VS2,6203,6.99,7.02,4.38
0.92,Good,H,VS1,4116,6.18,6.3,3.88
1.01,Ideal,E,VVS2,9479,6.6,6.56,3.95
0.99,Ideal,H,SI1,5287,6.44,6.47,3.94
0.3,Very Good,G,VVS1,710,4.28,4.3,2.71
1.01,Premium,G,SI2,3461,6.51,6.44,3.98
0.43,Ideal,J,IF,952,4.87,4.84,3.03
0.7,Ideal,G,VS1,3140,5.7,5.74,3.5
1.08,Ideal,J,SI1,4524,6.58,6.55,4.06
0.31,Ideal,E,VVS1,988,4.36,4.33,2.65
2.05,Premium,E,SI2,17081,8.27,8.39,4.97
0.67,Good,I,VS2,1708,5.6,5.64,3.41
0.3,Very Good,F,VS2,605,4.27,4.29,2.69
1.5,Very Good,H,VS2,10206,7.27,7.2,4.59
1.07,Ideal,J,SI1,4276,6.54,6.6,4.08
0.31,Ideal,G,VVS1,789,4.39,4.41,2.72
0.9,Premium,F,SI1,4183,6.2,6.16,3.83
0.71,Good,E,SI1,2511,5.7,5.74,3.48
0.7,Premium,F,SI1,2196,5.76,5.82,3.5
